image_path,mesh_name,lod_level,azimuth,distance_label,distance_multiplier,quality_score,tri_count_log,vert_count_log,surface_area,volume,edge_len_mean,edge_len_std,bbox_diag,bbox_x,bbox_y,area_variance,normal_var_mean,curvature_mean,curvature_std,detail_density,saliency_fraction,area_per_tri,edge_len_range,normal_consistency,aspect_ratio,vol_sa_ratio,lod_tri_ratio,tri_reduction,log_lod_ratio,compactness,normal_entropy,az_sin,az_cos,screen_coverage,log_distance,proj_detail,dist_lod_interaction,dist_normalised,dist_reciprocal,proj_area,lod_adequacy,dist_mult,az_deg_norm,screen_log
data\processed\rendered_images\Krzeslo_0_LR_lod0_az090_close.png,Krzeslo_0_LR,0,90,close,2.0,1.0,1.4387392515484698,1.4806210285477506,2.9244135710867196,2.187014877276489,-0.13339171739670405,-0.3062460602533326,2.489448077667496,1.9452242346213917,2.5921771624181926,-0.20357563168642512,0.3550585564855348,-0.5221094213458808,-0.4128906329076592,-0.31577057747929915,0.3329716191562085,-0.23211304434415764,-0.3188689216760666,-1.2434857425494692,-1.0499138393852754,0.3521271964452684,1.8030845451437205,-1.80308454514372,1.7268763869769757,-1.143179806007733,-0.9820138398874795,1.414213562373095,1.4814323000395331e-16,0.14418767762867993,-0.7821276318046869,1.1093087152700782,-1.072073164774636,-0.7071067811865475,0.45818063374791146,2.1241038784113795,1.8555243452000754,-0.8220704124545387,-0.6546536707079772,0.2575633276493877
data\processed\rendered_images\Krzeslo_0_LR_lod0_az090_medium.png,Krzeslo_0_LR,0,90,medium,3.5,1.0,1.4387392515484698,1.4806210285477506,2.9244135710867196,2.187014877276489,-0.13339171739670405,-0.3062460602533326,2.489448077667496,1.9452242346213917,2.5921771624181926,-0.20357563168642512,0.3550585564855348,-0.5221094213458808,-0.4128906329076592,-0.31577057747929915,0.3329716191562085,-0.23211304434415764,-0.3188689216760666,-1.2434857425494692,-1.0499138393852754,0.3521271964452684,1.8030845451437205,-1.80308454514372,1.7268763869769757,-1.143179806007733,-0.9820138398874795,1.414213562373095,1.4814323000395331e-16,-0.5162194052073292,-0.04345183118428754,-0.0120947433177443,-1.072073164774593,0.0,-0.3556928564948785,0.5077522488699249,1.8555243513799822,-0.29510219934265486,-0.6546536707079772,-0.4964918935746384
data\processed\rendered_images\Krzeslo_0_LR_lod0_az090_far.png,Krzeslo_0_LR,0,90,far,6.0,1.0,1.4387392515484698,1.4806210285477506,2.9244135710867196,2.187014877276489,-0.13339171739670405,-0.3062460602533326,2.489448077667496,1.9452242346213917,2.5921771624181926,-0.20357563168642512,0.3550585564855348,-0.5221094213458808,-0.4128906329076592,-0.31577057747929915,0.3329716191562085,-0.23211304434415764,-0.3188689216760666,-1.2434857425494692,-1.0499138393852754,0.3521271964452684,1.8030845451437205,-1.80308454514372,1.7268763869769757,-1.143179806007733,-0.9820138398874795,1.414213562373095,1.4814323000395331e-16,-0.7274607279999926,0.7614784957502033,-0.37079282009412123,-1.072073164774521,0.7071067811865475,-0.8078447970258241,-0.009262583277105213,1.8555243548132632,0.5831781558438182,-0.6546536707079772,-0.7626913576690203
data\processed\rendered_images\Krzeslo_0_LR_lod0_az090_very_far.png,Krzeslo_0_LR,0,90,very_far,9.0,1.0,1.4387392515484698,1.4806210285477506,2.9244135710867196,2.187014877276489,-0.13339171739670405,-0.3062460602533326,2.489448077667496,1.9452242346213917,2.5921771624181926,-0.20357563168642512,0.3550585564855348,-0.5221094213458808,-0.4128906329076592,-0.31577057747929915,0.3329716191562085,-0.23211304434415764,-0.3188689216760666,-1.2434857425494692,-1.0499138393852754,0.3521271964452684,1.8030845451437205,-1.80308454514372,1.7268763869769757,-1.143179806007733,-0.9820138398874795,1.414213562373095,1.4814323000395331e-16,-0.7879918672797618,1.4112684394631791,-0.4735776491831298,-1.072073164774435,1.414213562373095,-1.018849036308685,-0.15741303235755813,1.8555243564154609,1.6371145820675856,-0.6546536707079772,-0.8415457124556129
data\processed\rendered_images\Krzeslo_0_LR_lod0_az135_very_close.png,Krzeslo_0_LR,0,135,very_close,1.2,1.0,1.4387392515484698,1.4806210285477506,2.9244135710867196,2.187014877276489,-0.13339171739670405,-0.3062460602533326,2.489448077667496,1.9452242346213917,2.5921771624181926,-0.20357563168642512,0.3550585564855348,-0.5221094213458808,-0.4128906329076592,-0.31577057747929915,0.3329716191562085,-0.23211304434415764,-0.3188689216760666,-1.2434857425494692,-1.0499138393852754,0.3521271964452684,1.8030845451437205,-1.80308454514372,1.7268763869769757,-1.143179806007733,-0.9820138398874795,1.0,-0.9999999999999999,1.8874844888860158,-1.3471674722244058,4.0695117662637905,-1.0720731647746589,-1.414213562373095,1.7242060560814776,6.390836773343463,1.855524335586887,-1.10312012611421,-0.2182178902359924,1.8431657725225663
data\processed\rendered_images\Krzeslo_0_LR_lod0_az135_close.png,Krzeslo_0_LR,0,135,close,2.0,1.0,1.4387392515484698,1.4806210285477506,2.9244135710867196,2.187014877276489,-0.13339171739670405,-0.3062460602533326,2.489448077667496,1.9452242346213917,2.5921771624181926,-0.20357563168642512,0.3550585564855348,-0.5221094213458808,-0.4128906329076592,-0.31577057747929915,0.3329716191562085,-0.23211304434415764,-0.3188689216760666,-1.2434857425494692,-1.0499138393852754,0.3521271964452684,1.8030845451437205,-1.80308454514372,1.7268763869769757,-1.143179806007733,-0.9820138398874795,1.0,-0.9999999999999999,0.14418767762867993,-0.7821276318046869,1.1093087152700782,-1.072073164774636,-0.7071067811865475,0.45818063374791146,2.1241038784113795,1.8555243452000754,-0.8220704124545387,-0.2182178902359924,0.2575633276493877
data\processed\rendered_images\Krzeslo_0_LR_lod0_az135_medium.png,Krzeslo_0_LR,0,135,medium,3.5,1.0,1.4387392515484698,1.4806210285477506,2.9244135710867196,2.187014877276489,-0.13339171739670405,-0.3062460602533326,2.489448077667496,1.9452242346213917,2.5921771624181926,-0.20357563168642512,0.3550585564855348,-0.5221094213458808,-0.4128906329076592,-0.31577057747929915,0.3329716191562085,-0.23211304434415764,-0.3188689216760666,-1.2434857425494692,-1.0499138393852754,0.3521271964452684,1.8030845451437205,-1.80308454514372,1.7268763869769757,-1.143179806007733,-0.9820138398874795,1.0,-0.9999999999999999,-0.5162194052073292,-0.04345183118428754,-0.0120947433177443,-1.072073164774593,0.0,-0.3556928564948785,0.5077522488699249,1.8555243513799822,-0.29510219934265486,-0.2182178902359924,-0.4964918935746384
data\processed\rendered_images\Krzeslo_0_LR_lod0_az135_far.png,Krzeslo_0_LR,0,135,far,6.0,1.0,1.4387392515484698,1.4806210285477506,2.9244135710867196,2.187014877276489,-0.13339171739670405,-0.3062460602533326,2.489448077667496,1.9452242346213917,2.5921771624181926,-0.20357563168642512,0.3550585564855348,-0.5221094213458808,-0.4128906329076592,-0.31577057747929915,0.3329716191562085,-0.23211304434415764,-0.3188689216760666,-1.2434857425494692,-1.0499138393852754,0.3521271964452684,1.8030845451437205,-1.80308454514372,1.7268763869769757,-1.143179806007733,-0.9820138398874795,1.0,-0.9999999999999999,-0.7274607279999926,0.7614784957502033,-0.37079282009412123,-1.072073164774521,0.7071067811865475,-0.8078447970258241,-0.009262583277105213,1.8555243548132632,0.5831781558438182,-0.2182178902359924,-0.7626913576690203
data\processed\rendered_images\Krzeslo_0_LR_lod0_az135_very_far.png,Krzeslo_0_LR,0,135,very_far,9.0,1.0,1.4387392515484698,1.4806210285477506,2.9244135710867196,2.187014877276489,-0.13339171739670405,-0.3062460602533326,2.489448077667496,1.9452242346213917,2.5921771624181926,-0.20357563168642512,0.3550585564855348,-0.5221094213458808,-0.4128906329076592,-0.31577057747929915,0.3329716191562085,-0.23211304434415764,-0.3188689216760666,-1.2434857425494692,-1.0499138393852754,0.3521271964452684,1.8030845451437205,-1.80308454514372,1.7268763869769757,-1.143179806007733,-0.9820138398874795,1.0,-0.9999999999999999,-0.7879918672797618,1.4112684394631791,-0.4735776491831298,-1.072073164774435,1.414213562373095,-1.018849036308685,-0.15741303235755813,1.8555243564154609,1.6371145820675856,-0.2182178902359924,-0.8415457124556129
data\processed\rendered_images\Krzeslo_0_LR_lod0_az180_very_close.png,Krzeslo_0_LR,0,180,very_close,1.2,1.0,1.4387392515484698,1.4806210285477506,2.9244135710867196,2.187014877276489,-0.13339171739670405,-0.3062460602533326,2.489448077667496,1.9452242346213917,2.5921771624181926,-0.20357563168642512,0.3550585564855348,-0.5221094213458808,-0.4128906329076592,-0.31577057747929915,0.3329716191562085,-0.23211304434415764,-0.3188689216760666,-1.2434857425494692,-1.0499138393852754,0.3521271964452684,1.8030845451437205,-1.80308454514372,1.7268763869769757,-1.143179806007733,-0.9820138398874795,1.5058187984205228e-16,-1.414213562373095,1.8874844888860158,-1.3471674722244058,4.0695117662637905,-1.0720731647746589,-1.414213562373095,1.7242060560814776,6.390836773343463,1.855524335586887,-1.10312012611421,0.2182178902359924,1.8431657725225663
data\processed\rendered_images\Krzeslo_0_LR_lod0_az180_close.png,Krzeslo_0_LR,0,180,close,2.0,1.0,1.4387392515484698,1.4806210285477506,2.9244135710867196,2.187014877276489,-0.13339171739670405,-0.3062460602533326,2.489448077667496,1.9452242346213917,2.5921771624181926,-0.20357563168642512,0.3550585564855348,-0.5221094213458808,-0.4128906329076592,-0.31577057747929915,0.3329716191562085,-0.23211304434415764,-0.3188689216760666,-1.2434857425494692,-1.0499138393852754,0.3521271964452684,1.8030845451437205,-1.80308454514372,1.7268763869769757,-1.143179806007733,-0.9820138398874795,1.5058187984205228e-16,-1.414213562373095,0.14418767762867993,-0.7821276318046869,1.1093087152700782,-1.072073164774636,-0.7071067811865475,0.45818063374791146,2.1241038784113795,1.8555243452000754,-0.8220704124545387,0.2182178902359924,0.2575633276493877
data\processed\rendered_images\Krzeslo_0_LR_lod0_az180_medium.png,Krzeslo_0_LR,0,180,medium,3.5,1.0,1.4387392515484698,1.4806210285477506,2.9244135710867196,2.187014877276489,-0.13339171739670405,-0.3062460602533326,2.489448077667496,1.9452242346213917,2.5921771624181926,-0.20357563168642512,0.3550585564855348,-0.5221094213458808,-0.4128906329076592,-0.31577057747929915,0.3329716191562085,-0.23211304434415764,-0.3188689216760666,-1.2434857425494692,-1.0499138393852754,0.3521271964452684,1.8030845451437205,-1.80308454514372,1.7268763869769757,-1.143179806007733,-0.9820138398874795,1.5058187984205228e-16,-1.414213562373095,-0.5162194052073292,-0.04345183118428754,-0.0120947433177443,-1.072073164774593,0.0,-0.3556928564948785,0.5077522488699249,1.8555243513799822,-0.29510219934265486,0.2182178902359924,-0.4964918935746384
data\processed\rendered_images\Krzeslo_0_LR_lod0_az180_far.png,Krzeslo_0_LR,0,180,far,6.0,1.0,1.4387392515484698,1.4806210285477506,2.9244135710867196,2.187014877276489,-0.13339171739670405,-0.3062460602533326,2.489448077667496,1.9452242346213917,2.5921771624181926,-0.20357563168642512,0.3550585564855348,-0.5221094213458808,-0.4128906329076592,-0.31577057747929915,0.3329716191562085,-0.23211304434415764,-0.3188689216760666,-1.2434857425494692,-1.0499138393852754,0.3521271964452684,1.8030845451437205,-1.80308454514372,1.7268763869769757,-1.143179806007733,-0.9820138398874795,1.5058187984205228e-16,-1.414213562373095,-0.7274607279999926,0.7614784957502033,-0.37079282009412123,-1.072073164774521,0.7071067811865475,-0.8078447970258241,-0.009262583277105213,1.8555243548132632,0.5831781558438182,0.2182178902359924,-0.7626913576690203
data\processed\rendered_images\Krzeslo_0_LR_lod0_az180_very_far.png,Krzeslo_0_LR,0,180,very_far,9.0,1.0,1.4387392515484698,1.4806210285477506,2.9244135710867196,2.187014877276489,-0.13339171739670405,-0.3062460602533326,2.489448077667496,1.9452242346213917,2.5921771624181926,-0.20357563168642512,0.3550585564855348,-0.5221094213458808,-0.4128906329076592,-0.31577057747929915,0.3329716191562085,-0.23211304434415764,-0.3188689216760666,-1.2434857425494692,-1.0499138393852754,0.3521271964452684,1.8030845451437205,-1.80308454514372,1.7268763869769757,-1.143179806007733,-0.9820138398874795,1.5058187984205228e-16,-1.414213562373095,-0.7879918672797618,1.4112684394631791,-0.4735776491831298,-1.072073164774435,1.414213562373095,-1.018849036308685,-0.15741303235755813,1.8555243564154609,1.6371145820675856,0.2182178902359924,-0.8415457124556129
data\processed\rendered_images\Krzeslo_0_LR_lod0_az225_very_close.png,Krzeslo_0_LR,0,225,very_close,1.2,1.0,1.4387392515484698,1.4806210285477506,2.9244135710867196,2.187014877276489,-0.13339171739670405,-0.3062460602533326,2.489448077667496,1.9452242346213917,2.5921771624181926,-0.20357563168642512,0.3550585564855348,-0.5221094213458808,-0.4128906329076592,-0.31577057747929915,0.3329716191562085,-0.23211304434415764,-0.3188689216760666,-1.2434857425494692,-1.0499138393852754,0.3521271964452684,1.8030845451437205,-1.80308454514372,1.7268763869769757,-1.143179806007733,-0.9820138398874795,-0.9999999999999999,-1.0000000000000002,1.8874844888860158,-1.3471674722244058,4.0695117662637905,-1.0720731647746589,-1.414213562373095,1.7242060560814776,6.390836773343463,1.855524335586887,-1.10312012611421,0.6546536707079772,1.8431657725225663
data\processed\rendered_images\Krzeslo_0_LR_lod0_az225_close.png,Krzeslo_0_LR,0,225,close,2.0,1.0,1.4387392515484698,1.4806210285477506,2.9244135710867196,2.187014877276489,-0.13339171739670405,-0.3062460602533326,2.489448077667496,1.9452242346213917,2.5921771624181926,-0.20357563168642512,0.3550585564855348,-0.5221094213458808,-0.4128906329076592,-0.31577057747929915,0.3329716191562085,-0.23211304434415764,-0.3188689216760666,-1.2434857425494692,-1.0499138393852754,0.3521271964452684,1.8030845451437205,-1.80308454514372,1.7268763869769757,-1.143179806007733,-0.9820138398874795,-0.9999999999999999,-1.0000000000000002,0.14418767762867993,-0.7821276318046869,1.1093087152700782,-1.072073164774636,-0.7071067811865475,0.45818063374791146,2.1241038784113795,1.8555243452000754,-0.8220704124545387,0.6546536707079772,0.2575633276493877
data\processed\rendered_images\Krzeslo_0_LR_lod0_az225_medium.png,Krzeslo_0_LR,0,225,medium,3.5,1.0,1.4387392515484698,1.4806210285477506,2.9244135710867196,2.187014877276489,-0.13339171739670405,-0.3062460602533326,2.489448077667496,1.9452242346213917,2.5921771624181926,-0.20357563168642512,0.3550585564855348,-0.5221094213458808,-0.4128906329076592,-0.31577057747929915,0.3329716191562085,-0.23211304434415764,-0.3188689216760666,-1.2434857425494692,-1.0499138393852754,0.3521271964452684,1.8030845451437205,-1.80308454514372,1.7268763869769757,-1.143179806007733,-0.9820138398874795,-0.9999999999999999,-1.0000000000000002,-0.5162194052073292,-0.04345183118428754,-0.0120947433177443,-1.072073164774593,0.0,-0.3556928564948785,0.5077522488699249,1.8555243513799822,-0.29510219934265486,0.6546536707079772,-0.4964918935746384
data\processed\rendered_images\Krzeslo_0_LR_lod0_az225_far.png,Krzeslo_0_LR,0,225,far,6.0,1.0,1.4387392515484698,1.4806210285477506,2.9244135710867196,2.187014877276489,-0.13339171739670405,-0.3062460602533326,2.489448077667496,1.9452242346213917,2.5921771624181926,-0.20357563168642512,0.3550585564855348,-0.5221094213458808,-0.4128906329076592,-0.31577057747929915,0.3329716191562085,-0.23211304434415764,-0.3188689216760666,-1.2434857425494692,-1.0499138393852754,0.3521271964452684,1.8030845451437205,-1.80308454514372,1.7268763869769757,-1.143179806007733,-0.9820138398874795,-0.9999999999999999,-1.0000000000000002,-0.7274607279999926,0.7614784957502033,-0.37079282009412123,-1.072073164774521,0.7071067811865475,-0.8078447970258241,-0.009262583277105213,1.8555243548132632,0.5831781558438182,0.6546536707079772,-0.7626913576690203
data\processed\rendered_images\Krzeslo_0_LR_lod0_az225_very_far.png,Krzeslo_0_LR,0,225,very_far,9.0,1.0,1.4387392515484698,1.4806210285477506,2.9244135710867196,2.187014877276489,-0.13339171739670405,-0.3062460602533326,2.489448077667496,1.9452242346213917,2.5921771624181926,-0.20357563168642512,0.3550585564855348,-0.5221094213458808,-0.4128906329076592,-0.31577057747929915,0.3329716191562085,-0.23211304434415764,-0.3188689216760666,-1.2434857425494692,-1.0499138393852754,0.3521271964452684,1.8030845451437205,-1.80308454514372,1.7268763869769757,-1.143179806007733,-0.9820138398874795,-0.9999999999999999,-1.0000000000000002,-0.7879918672797618,1.4112684394631791,-0.4735776491831298,-1.072073164774435,1.414213562373095,-1.018849036308685,-0.15741303235755813,1.8555243564154609,1.6371145820675856,0.6546536707079772,-0.8415457124556129
data\processed\rendered_images\Krzeslo_0_LR_lod0_az270_very_close.png,Krzeslo_0_LR,0,270,very_close,1.2,1.0,1.4387392515484698,1.4806210285477506,2.9244135710867196,2.187014877276489,-0.13339171739670405,-0.3062460602533326,2.489448077667496,1.9452242346213917,2.5921771624181926,-0.20357563168642512,0.3550585564855348,-0.5221094213458808,-0.4128906329076592,-0.31577057747929915,0.3329716191562085,-0.23211304434415764,-0.3188689216760666,-1.2434857425494692,-1.0499138393852754,0.3521271964452684,1.8030845451437205,-1.80308454514372,1.7268763869769757,-1.143179806007733,-0.9820138398874795,-1.414213562373095,-1.9823919249024393e-16,1.8874844888860158,-1.3471674722244058,4.0695117662637905,-1.0720731647746589,-1.414213562373095,1.7242060560814776,6.390836773343463,1.855524335586887,-1.10312012611421,1.091089451179962,1.8431657725225663
data\processed\rendered_images\Krzeslo_0_LR_lod0_az270_close.png,Krzeslo_0_LR,0,270,close,2.0,1.0,1.4387392515484698,1.4806210285477506,2.9244135710867196,2.187014877276489,-0.13339171739670405,-0.3062460602533326,2.489448077667496,1.9452242346213917,2.5921771624181926,-0.20357563168642512,0.3550585564855348,-0.5221094213458808,-0.4128906329076592,-0.31577057747929915,0.3329716191562085,-0.23211304434415764,-0.3188689216760666,-1.2434857425494692,-1.0499138393852754,0.3521271964452684,1.8030845451437205,-1.80308454514372,1.7268763869769757,-1.143179806007733,-0.9820138398874795,-1.414213562373095,-1.9823919249024393e-16,0.14418767762867993,-0.7821276318046869,1.1093087152700782,-1.072073164774636,-0.7071067811865475,0.45818063374791146,2.1241038784113795,1.8555243452000754,-0.8220704124545387,1.091089451179962,0.2575633276493877
